city,street,segment_id,point_id,distance_m,lon,lat,heading_road,heading_sidewalk_right,heading_sidewalk_left,image_file,image_path,gsv_status,gsv_url_sidewalk,abs_image_path,building_frac,sky_frac,road_frac,tree_frac,grass_frac,sidewalk_frac,seg_vis_file,seg_vis_path,seg_features_text,sidewalk_quality_and_walkability_score,greenery_score,building_enclosure_score,Comfort_and_perceived_safety_score,total_score,gpt_comment
"Philadelphia, Pennsylvania, USA",Market Street,7,3,750,-75.14229546,39.949702437290135,177.8968347051042,267.8968347051042,87.89683471,idx0070_seg7_pt3_h268.jpg,gsv_sidewalk_250m\idx0070_seg7_pt3_h268.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.949702437290135,-75.14229546135319&heading=267.8968347051042",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0070_seg7_pt3_h268.jpg,0.122929688,0.220898438,0.386538086,0.204572754,0,0.047197266,seg_idx0070_seg7_pt3_h268.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0070_seg7_pt3_h268.jpg,"According to a semantic segmentation model, this street-view image contains approximately 12.3% building facades, 38.7% roadway, 4.7% sidewalks, 20.5% trees, 0.0% grass, and 22.1% sky.",18,20,15,17,70,"Despite only 4.7% sidewalk in the segmentation, the image shows a continuous, fairly wide brick sidewalk with some construction barrels and parked cars as minor obstacles. Around 20.5% trees and mature street trees provide strong shade and greenery, while modest building facade coverage and a roadway-dominant (38.7%) cross-section yield moderate enclosure and comfort but still a reasonably pleasant pedestrian environment."
"Philadelphia, Pennsylvania, USA",Market Street,2,12,3000,-75.19181402,39.955897272548825,279.2854205420016,9.285420542001589,189.2854205420016,idx0044_seg2_pt12_h9.jpg,gsv_sidewalk_250m\idx0044_seg2_pt12_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.955897272548825,-75.19181402159327&heading=9.285420542001589",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0044_seg2_pt12_h9.jpg,0.287607422,0.132055664,0.293962402,0.116137695,0.000822754,0.024104004,seg_idx0044_seg2_pt12_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0044_seg2_pt12_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 28.8% building facades, 29.4% roadway, 2.4% sidewalks, 11.6% trees, 0.1% grass, and 13.2% sky.",17,18,18,16,69,"Despite only 2.4% sidewalk in the segmentation, the image shows a continuous, reasonably wide sidewalk with a planting strip and no major obstructions, though it runs along a fairly wide 29.4% roadway. Around 11.6% trees plus visible canopy and planters provide good shade and greenery, while the well-maintained mid-rise building facade offers solid enclosure; comfort is moderate due to moving traffic and limited pedestrian activity but benefits from separation by trees and parked cars."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,3,750,-75.14944252,39.94752828990708,278.6737817265152,8.673781727,188.6737817265152,idx0161_seg3_pt3_h9.jpg,gsv_sidewalk_250m\idx0161_seg3_pt3_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.94752828990708,-75.1494425202921&heading=8.67378172651513",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0161_seg3_pt3_h9.jpg,0.004077148,0.068383789,0.233762207,0.404147949,0.000737305,0.084833984,seg_idx0161_seg3_pt3_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0161_seg3_pt3_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 0.4% building facades, 23.4% roadway, 8.5% sidewalks, 40.4% trees, 0.1% grass, and 6.8% sky.",19,22,11,17,69,"Despite sidewalks making up only about 8.5% of the segmentation, the image shows wide, continuous brick sidewalks with curbs and clear separation from the cobblestone roadway. High tree coverage (about 40% trees) provides strong shade and visual greenery, while the low building-facade percentage and brick wall create moderate enclosure; traffic and cobblestone paving slightly reduce comfort but signals and one-way traffic help perceived safety."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,10,2500,-75.16496211,39.94944441926787,279.3552500103121,9.35525001,189.3552500103121,idx0168_seg3_pt10_h9.jpg,gsv_sidewalk_250m\idx0168_seg3_pt10_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.94944441926787,-75.16496210771633&heading=9.35525001031209",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0168_seg3_pt10_h9.jpg,0.540185547,0,0.177099609,0.042529297,0,0.21845459,seg_idx0168_seg3_pt10_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0168_seg3_pt10_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 54.0% building facades, 17.7% roadway, 21.8% sidewalks, 4.3% trees, 0.0% grass, and 0.0% sky.",20,10,21,18,69,"With about 21.8% sidewalks and a visibly wide, continuous, unobstructed walkway that even supports caf茅 seating, walkability is strong. Roughly 54% building facades create a solid, active street wall in good condition, while limited but present tree canopy (4.3% trees) and moderate roadway share (17.7%) yield decent comfort and some greenery but not a lush or fully traffic-calmed environment."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,2,500,-75.1900217,39.95256926,279.22029893388265,9.220298933882646,189.22029893388265,idx0130_seg0_pt2_h9.jpg,gsv_sidewalk_250m\idx0130_seg0_pt2_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.9525692558379,-75.19002169818916&heading=9.220298933882646",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0130_seg0_pt2_h9.jpg,0.256689453,0.166074219,0.410866699,0.049743652,9.521484375e-05,0.065966797,seg_idx0130_seg0_pt2_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0130_seg0_pt2_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 25.7% building facades, 41.1% roadway, 6.6% sidewalks, 5.0% trees, 0.0% grass, and 16.6% sky.",18,14,19,17,68,"Despite sidewalks making up only about 6.6% of the segmentation, the image shows continuous, fairly wide sidewalks with curb separation and a marked bike lane, supporting decent walkability. Moderate greenery (5% trees) and healthy street trees, solid mid-rise building walls on both sides (25.7% facades), and a relatively orderly but wide 41.1% roadway create a structured, somewhat car-oriented yet reasonably comfortable and safe pedestrian environment."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,10,2500,-75.20775657,39.954771120316536,278.9359365733667,8.935936573,188.9359365733667,idx0138_seg0_pt10_h9.jpg,gsv_sidewalk_250m\idx0138_seg0_pt10_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.954771120316536,-75.20775656662293&heading=8.93593657336669",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0138_seg0_pt10_h9.jpg,0.132211914,0.230512695,0.345490723,0.12449707,0.019077148,0.020024414,seg_idx0138_seg0_pt10_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0138_seg0_pt10_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 13.2% building facades, 34.5% roadway, 2.0% sidewalks, 12.4% trees, 1.9% grass, and 23.1% sky.",18,17,16,17,68,"Despite only 2.0% of the image being labeled as sidewalk, the photo shows a continuous, fairly wide sidewalk with street lamps and active building frontages, though parked cars and steps reduce accessibility. With 12.4% trees and some grass plus mature street trees and landscaped front yards, moderate greenery and shade combine with modest building enclosure and a calm-looking roadway (34.5% of the scene) to create a reasonably comfortable but not highly protected pedestrian environment."
"Philadelphia, Pennsylvania, USA",Market Street,1,1,250,-75.21429673,39.95872329495522,279.1911179737051,9.191117973705104,189.1911179737051,idx0017_seg1_pt1_h9.jpg,gsv_sidewalk_250m\idx0017_seg1_pt1_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95872329495522,-75.21429672500808&heading=9.191117973705104",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0017_seg1_pt1_h9.jpg,0.152297363,0.10052002,0.232280273,0.287751465,0,0.145742188,seg_idx0017_seg1_pt1_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0017_seg1_pt1_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 15.2% building facades, 23.2% roadway, 14.6% sidewalks, 28.8% trees, 0.0% grass, and 10.1% sky.",17,20,14,16,67,"With about 14.6% sidewalks and a clearly visible, continuous paved walkway around the station structure, walkability is decent though somewhat constrained by columns and infrastructure. Roughly 28.8% trees and abundant visible mature greenery improve comfort and enclosure, while modest building presence (15.2%) and a noticeable but not overwhelming roadway share (23.2%) yield a moderately comfortable but infrastructure-heavy pedestrian environment."
"Philadelphia, Pennsylvania, USA",Market Street,1,4,1000,-75.22094758,39.9595482,279.19313777962753,9.193137779627534,189.1931377796276,idx0020_seg1_pt4_h9.jpg,gsv_sidewalk_250m\idx0020_seg1_pt4_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.9595481992237,-75.22094758140466&heading=9.193137779627534",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0020_seg1_pt4_h9.jpg,0.102355957,0.335664063,0.322858887,0.072495117,0.008127441,0.058720703,seg_idx0020_seg1_pt4_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0020_seg1_pt4_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 10.2% building facades, 32.3% roadway, 5.9% sidewalks, 7.2% trees, 0.8% grass, and 33.6% sky.",18,17,14,17,66,"Despite sidewalks making up only about 5.9% of the segmentation, the image shows continuous, reasonably wide sidewalks with curb ramps and crosswalks, supporting walkability. Around 7.2% trees and some grass provide moderate greenery and shade, while modest building facade coverage and a residential street with parked cars and signals create a somewhat enclosed but calm environment with relatively comfortable perceived safety even though the roadway (32.3%) is still visually dominant."
"Philadelphia, Pennsylvania, USA",Market Street,7,0,0,-75.1489338,39.950563,100.18953205014031,190.18953205014031,10.189532050140317,idx0067_seg7_pt0_h190.jpg,gsv_sidewalk_250m\idx0067_seg7_pt0_h190.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.950563,-75.14893379999998&heading=190.18953205014031",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0067_seg7_pt0_h190.jpg,0.206237793,0.240148926,0.41940918,0.066611328,3.662109375e-05,0.041745605,seg_idx0067_seg7_pt0_h190.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0067_seg7_pt0_h190.jpg,"According to a semantic segmentation model, this street-view image contains approximately 20.6% building facades, 41.9% roadway, 4.2% sidewalks, 6.7% trees, 0.0% grass, and 24.0% sky.",17,18,16,15,66,"Despite only 4.2% sidewalk in the segmentation, the image shows wide, continuous sidewalks with crosswalks and some buffers, though traffic is still prominent with 41.9% roadway. Green trees (6.7% trees) and solid, well-maintained building facades (20.6% buildings) create a pleasant, moderately enclosed environment, but the multi-lane car traffic reduces overall comfort and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,22,5500,-75.19830896,39.95513459921487,99.13750275,189.1375027499098,9.13750275,idx0102_seg0_pt22_h189.jpg,gsv_sidewalk_250m\idx0102_seg0_pt22_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95513459921487,-75.1983089572756&heading=189.1375027499098",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0102_seg0_pt22_h189.jpg,0.158447266,0.290305176,0.407197266,0.089240723,0.001311035,0.033913574,seg_idx0102_seg0_pt22_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0102_seg0_pt22_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 15.8% building facades, 40.7% roadway, 3.4% sidewalks, 8.9% trees, 0.1% grass, and 29.0% sky.",17,18,16,15,66,"Despite the low 3.4% sidewalk share, the image shows continuous, reasonably wide sidewalks with marked crosswalks, though the multi-lane, 40.7% roadway and tram tracks reduce walkability and comfort. Green street trees (8.9% trees) and active, well-maintained building frontages (15.8% facades) provide shade, enclosure, and visual interest, but traffic dominance and limited buffer from cars keep perceived safety moderate rather than high."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,17,4250,-75.22327458,39.95669686279015,279.18311863158124,9.183118631581236,189.18311863158124,idx0145_seg0_pt17_h9.jpg,gsv_sidewalk_250m\idx0145_seg0_pt17_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95669686279015,-75.22327457714634&heading=9.183118631581236",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0145_seg0_pt17_h9.jpg,0.212436523,0.118962402,0.340463867,0.185854492,0.035705566,0.059455566,seg_idx0145_seg0_pt17_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0145_seg0_pt17_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 21.2% building facades, 34.0% roadway, 5.9% sidewalks, 18.6% trees, 3.6% grass, and 11.9% sky.",15,17,18,16,66,"Despite sidewalks being only about 5.9% of the scene, they appear continuous and reasonably wide, though somewhat worn and directly adjacent to a fairly wide roadway (34% roadway). Moderate tree (18.6%) and grass (3.6%) coverage, plus well-maintained multi-story residential buildings (21.2% facades) create decent enclosure and shade, supporting a generally comfortable but not exceptional pedestrian environment."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,24,6000,-75.23879317,39.95862202219704,279.1655911824299,9.165591182,189.16559118242992,idx0152_seg0_pt24_h9.jpg,gsv_sidewalk_250m\idx0152_seg0_pt24_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95862202219704,-75.2387931693229&heading=9.16559118242992",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0152_seg0_pt24_h9.jpg,0.177648926,0.231428223,0.307868652,0.102028809,0.007001953,0.032827148,seg_idx0152_seg0_pt24_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0152_seg0_pt24_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 17.8% building facades, 30.8% roadway, 3.3% sidewalks, 10.2% trees, 0.7% grass, and 23.1% sky.",15,17,18,16,66,"Despite the low 3.3% sidewalk share, the image shows a continuous, reasonably wide sidewalk with some driveway interruptions and a parked car buffer from the 30.8% roadway. Moderate greenery (10.2% trees, 0.7% grass plus visible shrubs) and a well-maintained, continuous row of houses (17.8% facades) create decent enclosure and comfort, though the street still feels somewhat car-oriented."
"Philadelphia, Pennsylvania, USA",Market Street,2,8,2000,-75.18294587,39.954800420490095,279.2291752,9.229175212965004,189.2291752,idx0040_seg2_pt8_h9.jpg,gsv_sidewalk_250m\idx0040_seg2_pt8_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.954800420490095,-75.18294587061649&heading=9.229175212965004",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0040_seg2_pt8_h9.jpg,0.165473633,0.310546875,0.308361816,0.024934082,0,0.138137207,seg_idx0040_seg2_pt8_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0040_seg2_pt8_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 16.5% building facades, 30.8% roadway, 13.8% sidewalks, 2.5% trees, 0.0% grass, and 31.1% sky.",19,10,17,18,64,"With about 13.8% sidewalks, the image shows a very wide, unobstructed plaza-like sidewalk area with bollards and lighting that supports walking, though it feels a bit open and exposed. Despite low tree (2.5%) and no grass coverage, some planters and trees along the edge add modest greenery, while the large, well-maintained station building and limited visible traffic relative to the expansive pedestrian space contribute to a sense of enclosure and comfort."
